Market,Channel,Region,Category,SubCategory,Brand,Variant,PackType,PPG,PackSize,Year,Month,Week,date,BrCatId,SalesValue,Volume,VolumeUnits,D1,D2,D3,D4,D5,D6,AV1,AV2,AV3,AV4,AV5,AV6,EV1,EV2,EV3,EV4,EV5,EV6,
Market 1,Convenience,AllRegion,Beans,AllSubCategory,Brand 6,Standard,AllPackType,Others,AllPackSize,2021,5,19,08-05-2021,Brand,56.64,32.76,39,0.5144731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Convenience,AllRegion,Beans,AllSubCategory,Brand 6,Standard,AllPackType,Standard Single,AllPackSize,2021,5,19,08-05-2021,Brand,1340.886711,537.8084222,1344.521055,16.68144917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Convenience,AllRegion,Beans,AllSubCategory,Brand 3,Standard,AllPackType,Others,AllPackSize,2021,5,20,15-05-2021,Brand,123.73,76.5,90,1.077691719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Convenience,AllRegion,Beans,AllSubCategory,Brand 3,Standard,AllPackType,Standard Multi,AllPackSize,2021,5,20,15-05-2021,Brand,40314.821,33087.78918,20172.48121,76.52631909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Convenience,AllRegion,Beans,AllSubCategory,Brand 3,Standard,AllPackType,Standard Single,AllPackSize,2021,5,20,15-05-2021,Brand,3757.735316,1926.200731,4698.050564,36.33017225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Convenience,AllRegion,Beans,AllSubCategory,Brand 2,Standard,AllPackType,Others,AllPackSize,2021,5,20,15-05-2021,Brand,1160.593395,463.8435651,463.8435651,11.49158664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Convenience,AllRegion,Beans,AllSubCategory,Brand 2,Standard,AllPackType,Small Multi,AllPackSize,2021,5,20,15-05-2021,Brand,8522.627149,2583.522117,4305.870194,25.67624539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Convenience,AllRegion,Beans,AllSubCategory,Brand 2,Standard,AllPackType,Small SNAP POTS,AllPackSize,2021,5,20,15-05-2021,Brand,18721.46868,5649.840565,7062.300706,62.0341828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Convenience,AllRegion,Beans,AllSubCategory,Brand 2,Standard,AllPackType,Small Single,AllPackSize,2021,5,20,15-05-2021,Brand,37642.27258,12023.31291,60146.51897,95.67824413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Convenience,AllRegion,Beans,AllSubCategory,Brand 2,Standard,AllPackType,Standard Multi,AllPackSize,2021,5,20,15-05-2021,Brand,55088.25907,35543.06454,19777.88155,73.7857023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Convenience,AllRegion,Beans,AllSubCategory,Brand 2,Standard,AllPackType,Standard Single,AllPackSize,2021,5,20,15-05-2021,Brand,77650.61889,39139.14282,94311.18752,96.43185319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Convenience,AllRegion,Beans,AllSubCategory,Brand 4,Standard,AllPackType,Small Single,AllPackSize,2021,5,20,15-05-2021,Brand,2786.783513,2423.091037,11014.05017,26.80035449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Convenience,AllRegion,Beans,AllSubCategory,Brand 4,Standard,AllPackType,Standard Multi,AllPackSize,2021,5,20,15-05-2021,Brand,3626.456334,4845.722292,2954.708714,18.98655687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Convenience,AllRegion,Beans,AllSubCategory,Brand 4,Standard,AllPackType,Standard Single,AllPackSize,2021,5,20,15-05-2021,Brand,20992.46808,27228.59053,66737.68759,87.6173427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Convenience,AllRegion,Beans,AllSubCategory,Brand 6,Standard,AllPackType,Others,AllPackSize,2021,5,20,15-05-2021,Brand,46.47,28.56,34,0.441474099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Convenience,AllRegion,Beans,AllSubCategory,Brand 6,Standard,AllPackType,Standard Single,AllPackSize,2021,5,20,15-05-2021,Brand,1318.035197,532.1651924,1330.412981,16.8312279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Convenience,AllRegion,Beans,AllSubCategory,Brand 3,Standard,AllPackType,Others,AllPackSize,2021,5,21,22-05-2021,Brand,115.68,71.4,84,1.184080689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Convenience,AllRegion,Beans,AllSubCategory,Brand 3,Standard,AllPackType,Standard Multi,AllPackSize,2021,5,21,22-05-2021,Brand,39284.36716,32247.16175,19661.27216,76.87601694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Convenience,AllRegion,Beans,AllSubCategory,Brand 3,Standard,AllPackType,Standard Single,AllPackSize,2021,5,21,22-05-2021,Brand,3841.511943,1969.478421,4803.605905,36.2911614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Convenience,AllRegion,Beans,AllSubCategory,Brand 2,Standard,AllPackType,Others,AllPackSize,2021,5,21,22-05-2021,Brand,1226.916204,491.4796275,491.4796275,12.6727626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Convenience,AllRegion,Beans,AllSubCategory,Brand 2,Standard,AllPackType,Small Multi,AllPackSize,2021,5,21,22-05-2021,Brand,8258.51245,2500.92829,4168.213817,25.59471596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Convenience,AllRegion,Beans,AllSubCategory,Brand 2,Standard,AllPackType,Small SNAP POTS,AllPackSize,2021,5,21,22-05-2021,Brand,18326.77818,5538.736234,6923.420292,62.42659555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Convenience,AllRegion,Beans,AllSubCategory,Brand 2,Standard,AllPackType,Small Single,AllPackSize,2021,5,21,22-05-2021,Brand,38087.37661,12196.44967,61004.30174,95.87444571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Convenience,AllRegion,Beans,AllSubCategory,Brand 2,Standard,AllPackType,Standard Multi,AllPackSize,2021,5,21,22-05-2021,Brand,55578.05813,35707.05199,19983.9038,74.31005182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Convenience,AllRegion,Beans,AllSubCategory,Brand 2,Standard,AllPackType,Standard Single,AllPackSize,2021,5,21,22-05-2021,Brand,77998.88492,39289.95873,94674.59935,96.20870313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Convenience,AllRegion,Beans,AllSubCategory,Brand 4,Standard,AllPackType,Small Single,AllPackSize,2021,5,21,22-05-2021,Brand,2749.1453,2393.437628,10879.26194,26.76987675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Convenience,AllRegion,Beans,AllSubCategory,Brand 4,Standard,AllPackType,Standard Multi,AllPackSize,2021,5,21,22-05-2021,Brand,3478.518615,4660.107538,2841.528986,19.01909611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Convenience,AllRegion,Beans,AllSubCategory,Brand 4,Standard,AllPackType,Standard Single,AllPackSize,2021,5,21,22-05-2021,Brand,21365.90887,27703.00275,67895.95866,87.98329833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Convenience,AllRegion,Beans,AllSubCategory,Brand 6,Standard,AllPackType,Others,AllPackSize,2021,5,21,22-05-2021,Brand,80.09,52.08,62,0.666719233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Convenience,AllRegion,Beans,AllSubCategory,Brand 6,Standard,AllPackType,Standard Single,AllPackSize,2021,5,21,22-05-2021,Brand,1314.215356,530.3464037,1325.866009,17.29992309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Convenience,AllRegion,Beans,AllSubCategory,Brand 3,Standard,AllPackType,Others,AllPackSize,2021,5,22,29-05-2021,Brand,129.22,81.6,96,1.02307209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Convenience,AllRegion,Beans,AllSubCategory,Brand 3,Standard,AllPackType,Standard Multi,AllPackSize,2021,5,22,29-05-2021,Brand,22757.07574,17311.28846,10555.1637,73.32845112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Convenience,AllRegion,Beans,AllSubCategory,Brand 3,Standard,AllPackType,Standard Single,AllPackSize,2021,5,22,29-05-2021,Brand,5473.91642,3726.647615,9089.384428,37.75198103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Convenience,AllRegion,Beans,AllSubCategory,Brand 2,Standard,AllPackType,Others,AllPackSize,2021,5,22,29-05-2021,Brand,1202.597364,480.5069457,480.5069457,12.2718135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Convenience,AllRegion,Beans,AllSubCategory,Brand 2,Standard,AllPackType,Small Multi,AllPackSize,2021,5,22,29-05-2021,Brand,8482.638074,2564.891422,4274.819037,25.69513035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Convenience,AllRegion,Beans,AllSubCategory,Brand 2,Standard,AllPackType,Small SNAP POTS,AllPackSize,2021,5,22,29-05-2021,Brand,18159.78145,5477.408469,6846.760586,63.31626404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Convenience,AllRegion,Beans,AllSubCategory,Brand 2,Standard,AllPackType,Small Single,AllPackSize,2021,5,22,29-05-2021,Brand,36568.66177,10893.86388,54492.81971,95.43629896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Convenience,AllRegion,Beans,AllSubCategory,Brand 2,Standard,AllPackType,Standard Multi,AllPackSize,2021,5,22,29-05-2021,Brand,70504.0203,45894.40292,27011.66989,83.88383157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Convenience,AllRegion,Beans,AllSubCategory,Brand 2,Standard,AllPackType,Standard Single,AllPackSize,2021,5,22,29-05-2021,Brand,68609.60648,32142.58183,77452.00442,96.20125797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Convenience,AllRegion,Beans,AllSubCategory,Brand 4,Standard,AllPackType,Small Single,AllPackSize,2021,5,22,29-05-2021,Brand,2631.080297,2282.722657,10376.01208,26.76993146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Convenience,AllRegion,Beans,AllSubCategory,Brand 4,Standard,AllPackType,Standard Multi,AllPackSize,2021,5,22,29-05-2021,Brand,3616.799155,4856.796206,2961.461101,19.14780598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Convenience,AllRegion,Beans,AllSubCategory,Brand 4,Standard,AllPackType,Standard Single,AllPackSize,2021,5,22,29-05-2021,Brand,21648.66719,27999.44895,68596.84574,88.62706703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Convenience,AllRegion,Beans,AllSubCategory,Brand 6,Standard,AllPackType,Others,AllPackSize,2021,5,22,29-05-2021,Brand,75.69,46.2,55,0.539029122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Convenience,AllRegion,Beans,AllSubCategory,Brand 6,Standard,AllPackType,Standard Single,AllPackSize,2021,5,22,29-05-2021,Brand,1095.915851,438.6703403,1096.675851,16.83512243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Convenience,AllRegion,Beans,AllSubCategory,Brand 3,Standard,AllPackType,Others,AllPackSize,2021,6,23,05-06-2021,Brand,120.49,86.7,102,1.139175666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Convenience,AllRegion,Beans,AllSubCategory,Brand 3,Standard,AllPackType,Standard Multi,AllPackSize,2021,6,23,05-06-2021,Brand,14284.80487,9356.10858,5704.944256,64.4217089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Convenience,AllRegion,Beans,AllSubCategory,Brand 3,Standard,AllPackType,Standard Single,AllPackSize,2021,6,23,05-06-2021,Brand,6078.257758,4590.800589,11197.07461,37.85428143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Convenience,AllRegion,Beans,AllSubCategory,Brand 2,Standard,AllPackType,Others,AllPackSize,2021,6,23,05-06-2021,Brand,1142.947466,457.6961509,457.6961509,11.07587858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Convenience,AllRegion,Beans,AllSubCategory,Brand 2,Standard,AllPackType,Small Multi,AllPackSize,2021,6,23,05-06-2021,Brand,7809.012546,2364.713775,3941.189625,25.39846007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Convenience,AllRegion,Beans,AllSubCategory,Brand 2,Standard,AllPackType,Small SNAP POTS,AllPackSize,2021,6,23,05-06-2021,Brand,16207.15247,4886.563447,6108.204308,61.87591418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Convenience,AllRegion,Beans,AllSubCategory,Brand 2,Standard,AllPackType,Small Single,AllPackSize,2021,6,23,05-06-2021,Brand,32487.03202,9154.359188,45787.98793,95.08716479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Convenience,AllRegion,Beans,AllSubCategory,Brand 2,Standard,AllPackType,Standard Multi,AllPackSize,2021,6,23,05-06-2021,Brand,70829.23358,47044.94898,28159.41801,87.37981626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Convenience,AllRegion,Beans,AllSubCategory,Brand 2,Standard,AllPackType,Standard Single,AllPackSize,2021,6,23,05-06-2021,Brand,57787.32949,25392.42379,61186.56334,95.15519243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Convenience,AllRegion,Beans,AllSubCategory,Brand 4,Standard,AllPackType,Small Single,AllPackSize,2021,6,23,05-06-2021,Brand,2398.484089,2082.541103,9466.095923,26.61968202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Convenience,AllRegion,Beans,AllSubCategory,Brand 4,Standard,AllPackType,Standard Multi,AllPackSize,2021,6,23,05-06-2021,Brand,3369.611653,4517.584468,2754.624676,18.74353055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Convenience,AllRegion,Beans,AllSubCategory,Brand 4,Standard,AllPackType,Standard Single,AllPackSize,2021,6,23,05-06-2021,Brand,19429.01259,25190.69111,61720.05467,88.26297066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Convenience,AllRegion,Beans,AllSubCategory,Brand 6,Standard,AllPackType,Others,AllPackSize,2021,6,23,05-06-2021,Brand,97.53,61.32,73,0.779169101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Convenience,AllRegion,Beans,AllSubCategory,Brand 6,Standard,AllPackType,Standard Single,AllPackSize,2021,6,23,05-06-2021,Brand,988.8278091,399.7025525,999.2563813,14.67330909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Convenience,AllRegion,Beans,AllSubCategory,Brand 3,Standard,AllPackType,Others,AllPackSize,2021,6,24,12-06-2021,Brand,122.04,79.05,93,1.108806428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Convenience,AllRegion,Beans,AllSubCategory,Brand 3,Standard,AllPackType,Standard Multi,AllPackSize,2021,6,24,12-06-2021,Brand,13954.43245,9149.974807,5578.752931,63.85012915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Convenience,AllRegion,Beans,AllSubCategory,Brand 3,Standard,AllPackType,Standard Single,AllPackSize,2021,6,24,12-06-2021,Brand,5379.871566,4049.754613,9877.450276,36.89814766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Convenience,AllRegion,Beans,AllSubCategory,Brand 2,Standard,AllPackType,Others,AllPackSize,2021,6,24,12-06-2021,Brand,1191.740649,477.0486324,477.0486324,11.82450467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Convenience,AllRegion,Beans,AllSubCategory,Brand 2,Standard,AllPackType,Small Multi,AllPackSize,2021,6,24,12-06-2021,Brand,6902.761611,2096.953213,3494.922022,24.41131564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Convenience,AllRegion,Beans,AllSubCategory,Brand 2,Standard,AllPackType,Small SNAP POTS,AllPackSize,2021,6,24,12-06-2021,Brand,16107.75525,4853.885261,6067.356576,61.65073271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Convenience,AllRegion,Beans,AllSubCategory,Brand 2,Standard,AllPackType,Small Single,AllPackSize,2021,6,24,12-06-2021,Brand,31671.35343,8923.744752,44633.97479,93.88344431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Convenience,AllRegion,Beans,AllSubCategory,Brand 2,Standard,AllPackType,Standard Multi,AllPackSize,2021,6,24,12-06-2021,Brand,67545.16598,44809.68609,26759.37894,85.73759462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Convenience,AllRegion,Beans,AllSubCategory,Brand 2,Standard,AllPackType,Standard Single,AllPackSize,2021,6,24,12-06-2021,Brand,56918.27858,25009.19397,60263.11801,95.30033708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Convenience,AllRegion,Beans,AllSubCategory,Brand 4,Standard,AllPackType,Small Single,AllPackSize,2021,6,24,12-06-2021,Brand,2001.057672,1737.743516,7898.834163,26.13017572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Convenience,AllRegion,Beans,AllSubCategory,Brand 4,Standard,AllPackType,Standard Multi,AllPackSize,2021,6,24,12-06-2021,Brand,2707.853292,3622.824914,2209.039581,18.43180375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Convenience,AllRegion,Beans,AllSubCategory,Brand 4,Standard,AllPackType,Standard Single,AllPackSize,2021,6,24,12-06-2021,Brand,19386.11913,25083.3065,61458.46393,88.44290964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Convenience,AllRegion,Beans,AllSubCategory,Brand 6,Standard,AllPackType,Others,AllPackSize,2021,6,24,12-06-2021,Brand,52.61,32.76,39,0.617084451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Convenience,AllRegion,Beans,AllSubCategory,Brand 6,Standard,AllPackType,Standard Single,AllPackSize,2021,6,24,12-06-2021,Brand,1085.75138,434.7354089,1086.838522,14.42180644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Convenience,AllRegion,Beans,AllSubCategory,Brand 3,Standard,AllPackType,Others,AllPackSize,2021,6,25,19-06-2021,Brand,127.64,76.5,90,1.29052101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Convenience,AllRegion,Beans,AllSubCategory,Brand 3,Standard,AllPackType,Standard Multi,AllPackSize,2021,6,25,19-06-2021,Brand,26487.18566,20620.93434,12573.74045,74.16138318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Convenience,AllRegion,Beans,AllSubCategory,Brand 3,Standard,AllPackType,Standard Single,AllPackSize,2021,6,25,19-06-2021,Brand,3790.886317,2807.61426,6847.839658,30.81684619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Convenience,AllRegion,Beans,AllSubCategory,Brand 2,Standard,AllPackType,Others,AllPackSize,2021,6,25,19-06-2021,Brand,1429.923148,571.5372591,571.5372591,12.35665993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Convenience,AllRegion,Beans,AllSubCategory,Brand 2,Standard,AllPackType,Small Multi,AllPackSize,2021,6,25,19-06-2021,Brand,5421.231605,1640.323655,2733.872758,19.84543612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Convenience,AllRegion,Beans,AllSubCategory,Brand 2,Standard,AllPackType,Small SNAP POTS,AllPackSize,2021,6,25,19-06-2021,Brand,14272.87599,4299.64773,5374.559662,57.09922882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Convenience,AllRegion,Beans,AllSubCategory,Brand 2,Standard,AllPackType,Small Single,AllPackSize,2021,6,25,19-06-2021,Brand,33685.56767,9499.492169,47512.25293,94.21037838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Convenience,AllRegion,Beans,AllSubCategory,Brand 2,Standard,AllPackType,Standard Multi,AllPackSize,2021,6,25,19-06-2021,Brand,55454.45032,36167.34037,20902.61518,79.66581788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Convenience,AllRegion,Beans,AllSubCategory,Brand 2,Standard,AllPackType,Standard Single,AllPackSize,2021,6,25,19-06-2021,Brand,64755.97558,30780.1286,74168.98458,95.64437555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Convenience,AllRegion,Beans,AllSubCategory,Brand 4,Standard,AllPackType,Small Single,AllPackSize,2021,6,25,19-06-2021,Brand,1685.102018,1461.405468,6642.752126,22.83904168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Convenience,AllRegion,Beans,AllSubCategory,Brand 4,Standard,AllPackType,Standard Multi,AllPackSize,2021,6,25,19-06-2021,Brand,2350.703146,3152.161899,1922.049939,17.54594985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Convenience,AllRegion,Beans,AllSubCategory,Brand 4,Standard,AllPackType,Standard Single,AllPackSize,2021,6,25,19-06-2021,Brand,19902.87152,25772.95125,63142.11622,88.40051063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Convenience,AllRegion,Beans,AllSubCategory,Brand 6,Standard,AllPackType,Others,AllPackSize,2021,6,25,19-06-2021,Brand,33.41,20.16,24,0.473104489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Convenience,AllRegion,Beans,AllSubCategory,Brand 6,Standard,AllPackType,Standard Single,AllPackSize,2021,6,25,19-06-2021,Brand,1121.599104,449.1092724,1122.773181,15.69339203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Convenience,AllRegion,Beans,AllSubCategory,Brand 3,Standard,AllPackType,Others,AllPackSize,2021,6,26,26-06-2021,Brand,99.41,65.45,77,1.032154468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Convenience,AllRegion,Beans,AllSubCategory,Brand 3,Standard,AllPackType,Standard Multi,AllPackSize,2021,6,26,26-06-2021,Brand,35008.10121,28735.75924,17521.80441,76.48370651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Convenience,AllRegion,Beans,AllSubCategory,Brand 3,Standard,AllPackType,Standard Single,AllPackSize,2021,6,26,26-06-2021,Brand,4437.089643,3265.970994,7965.782911,35.03820996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Convenience,AllRegion,Beans,AllSubCategory,Brand 2,Standard,AllPackType,Others,AllPackSize,2021,6,26,26-06-2021,Brand,1369.115637,546.9982547,546.9982547,13.13558807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Convenience,AllRegion,Beans,AllSubCategory,Brand 2,Standard,AllPackType,Small Multi,AllPackSize,2021,6,26,26-06-2021,Brand,6022.660124,1827.42995,3045.716584,22.46753476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Convenience,AllRegion,Beans,AllSubCategory,Brand 2,Standard,AllPackType,Small SNAP POTS,AllPackSize,2021,6,26,26-06-2021,Brand,16108.26776,4858.148004,6072.685006,60.60133613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Convenience,AllRegion,Beans,AllSubCategory,Brand 2,Standard,AllPackType,Small Single,AllPackSize,2021,6,26,26-06-2021,Brand,37641.09386,10617.73499,53103.4441,95.52649531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Convenience,AllRegion,Beans,AllSubCategory,Brand 2,Standard,AllPackType,Standard Multi,AllPackSize,2021,6,26,26-06-2021,Brand,54224.66591,34643.92347,19530.94556,75.58767137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Convenience,AllRegion,Beans,AllSubCategory,Brand 2,Standard,AllPackType,Standard Single,AllPackSize,2021,6,26,26-06-2021,Brand,75761.65529,37768.29747,91007.94571,96.3618042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Convenience,AllRegion,Beans,AllSubCategory,Brand 4,Standard,AllPackType,Small Single,AllPackSize,2021,6,26,26-06-2021,Brand,2196.389902,1833.542618,8334.284627,25.52652244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Convenience,AllRegion,Beans,AllSubCategory,Brand 4,Standard,AllPackType,Standard Multi,AllPackSize,2021,6,26,26-06-2021,Brand,3188.091195,4211.595234,2568.045874,18.70853123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Convenience,AllRegion,Beans,AllSubCategory,Brand 4,Standard,AllPackType,Standard Single,AllPackSize,2021,6,26,26-06-2021,Brand,22084.7893,28225.02191,69146.34628,88.7479872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Convenience,AllRegion,Beans,AllSubCategory,Brand 6,Standard,AllPackType,Others,AllPackSize,2021,6,26,26-06-2021,Brand,45.75,33.6,40,0.454523049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Convenience,AllRegion,Beans,AllSubCategory,Brand 6,Standard,AllPackType,Standard Single,AllPackSize,2021,6,26,26-06-2021,Brand,1231.83869,493.1154759,1232.78869,16.76012923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Convenience,AllRegion,Beans,AllSubCategory,Brand 3,Standard,AllPackType,Others,AllPackSize,2021,7,27,03-07-2021,Brand,77.21,52.7,62,0.77115904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Convenience,AllRegion,Beans,AllSubCategory,Brand 3,Standard,AllPackType,Standard Multi,AllPackSize,2021,7,27,03-07-2021,Brand,34268.61178,28130.12783,17152.51697,76.1004816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Convenience,AllRegion,Beans,AllSubCategory,Brand 3,Standard,AllPackType,Standard Single,AllPackSize,2021,7,27,03-07-2021,Brand,5237.768772,3882.486565,9469.479427,37.02617929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Market 1,Convenience,AllRegion,Beans,AllSubCategory,Brand 2,Standard,AllPackType,Others,AllPackSize,2021,7,27,03-07-2021,Brand,1302.513141,520.5132564,520.5132564,12.02021836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
